MoleculeId,PredictedProbability
633,0.828986
634,0.555269
635,0.849306
636,0.904673
637,0.974837
638,0.091134
639,0.423457
640,0.473788
641,0.055864
642,0.130784
643,0.165930
644,0.050148
645,0.084871
646,0.685836
647,0.098483
648,0.977524
649,0.689731
650,0.842299
651,0.928726
652,0.131821
653,0.117289
654,0.095255
655,0.064140
656,0.967066
657,0.582653
658,0.460803
659,0.796044
660,0.085670
661,0.052654
662,0.815184
663,0.183605
664,0.961467
665,0.898436
666,0.223565
667,0.103826
668,0.952815
669,0.457612
670,0.722175
671,0.246790
672,0.930433
673,0.715244
674,0.938392
675,0.828419
676,0.072975
677,0.186772
678,0.235576
679,0.743552
680,0.039454
681,0.437462
682,0.717434
683,0.074042
684,0.782672
685,0.720460
686,0.184918
687,0.123151
688,0.912694
689,0.060111
690,0.771466
691,0.911656
692,0.900354
693,0.909122
694,0.655150
695,0.076662
696,0.808090
697,0.866035
698,0.377062
699,0.928197
700,0.845836
701,0.061259
702,0.047091
703,0.908429
704,0.865991
705,0.854752
706,0.304800
707,0.406953
708,0.409494
709,0.802651
710,0.957015
711,0.032027
712,0.762216
713,0.656183
714,0.405630
715,0.911727
716,0.625082
717,0.521911
718,0.941269
719,0.966139
720,0.212010
721,0.948877
722,0.904517
723,0.858140
724,0.756713
725,0.253050
726,0.038285
727,0.185711
728,0.087648
729,0.066087
730,0.668647
731,0.697297
732,0.695873
733,0.924312
734,0.081180
735,0.176324
736,0.281538
737,0.044925
738,0.680759
739,0.984541
740,0.944306
741,0.906464
742,0.582906
743,0.048284
744,0.949567
745,0.719252
746,0.033198
747,0.114368
748,0.828473
749,0.812677
750,0.785445
751,0.179992
752,0.748062
753,0.812793
754,0.909487
755,0.782810
756,0.925926
757,0.880776
758,0.314474
759,0.973500
760,0.828358
761,0.822805
762,0.840937
763,0.975611
764,0.867145
765,0.737632
766,0.661463
767,0.266310
768,0.828369
769,0.596693
770,0.788772
771,0.031114
772,0.572424
773,0.034244
774,0.050076
775,0.985378
776,0.966123
777,0.653055
778,0.664757
779,0.221194
780,0.866383
781,0.905885
782,0.975672
783,0.033947
784,0.915966
785,0.080875
786,0.952111
787,0.805780
788,0.433586
789,0.078718
790,0.055415
791,0.168296
792,0.018688
793,0.089585
794,0.176033
795,0.875927
796,0.933589
797,0.869507
798,0.376805
799,0.886806
800,0.964282
801,0.060684
802,0.154569
803,0.741868
804,0.976927
805,0.949318
806,0.216305
807,0.538805
808,0.154207
809,0.178692
810,0.261343
811,0.914590
812,0.827939
813,0.867461
814,0.941549
815,0.296658
816,0.868138
817,0.049680
818,0.890742
819,0.765403
820,0.983654
821,0.015180
822,0.776994
823,0.016468
824,0.072478
825,0.802182
826,0.961679
827,0.698730
828,0.801325
829,0.975521
830,0.961926
831,0.947405
832,0.936272
833,0.243781
834,0.990854
835,0.067680
836,0.843113
837,0.885363
838,0.093443
839,0.768710
840,0.734235
841,0.639006
842,0.031035
843,0.042505
844,0.166835
845,0.869099
846,0.702128
847,0.887119
848,0.544386
849,0.050450
850,0.104181
851,0.899799
852,0.953263
853,0.930687
854,0.028147
855,0.733253
856,0.166276
857,0.774291
858,0.917658
859,0.165914
860,0.114066
861,0.780998
862,0.823798
863,0.562464
864,0.737753
865,0.024971
866,0.120824
867,0.949538
868,0.671963
869,0.815412
870,0.773474
871,0.395873
872,0.616943
873,0.908708
874,0.239047
875,0.942983
876,0.348450
877,0.167350
878,0.725816
879,0.956981
880,0.235927
881,0.925600
882,0.252904
883,0.919228
884,0.067445
885,0.028631
886,0.114234
887,0.368017
888,0.796711
889,0.152492
890,0.035796
891,0.526710
892,0.713611
893,0.923943
894,0.310914
895,0.916864
896,0.633566
897,0.786888
898,0.775985
899,0.051008
900,0.888726
901,0.025657
902,0.627338
903,0.349582
904,0.978915
905,0.956543
906,0.574967
907,0.192743
908,0.563221
909,0.967564
910,0.248999
911,0.573241
912,0.844596
913,0.967030
914,0.521187
915,0.808167
916,0.142514
917,0.261335
918,0.086105
919,0.472276
920,0.031923
921,0.509080
922,0.896047
923,0.032707
924,0.257369
925,0.974431
926,0.555829
927,0.255448
928,0.123745
929,0.034756
930,0.957797
931,0.036823
932,0.127350
933,0.022097
934,0.757065
935,0.810170
936,0.029533
937,0.876435
938,0.808903
939,0.955150
940,0.125305
941,0.931460
942,0.209961
943,0.035296
944,0.423750
945,0.400408
946,0.430812
947,0.226630
948,0.882704
949,0.108892
950,0.836615
951,0.820191
952,0.419966
953,0.074257
954,0.060896
955,0.019949
956,0.100610
957,0.889073
958,0.116681
959,0.179659
960,0.145347
961,0.487727
962,0.779359
963,0.804716
964,0.955106
965,0.118376
966,0.652092
967,0.467695
968,0.914763
969,0.393997
970,0.067686
971,0.086156
972,0.491765
973,0.965503
974,0.888604
975,0.795061
976,0.459238
977,0.965219
978,0.025396
979,0.918659
980,0.159027
981,0.480110
982,0.052158
983,0.707600
984,0.979702
985,0.415629
986,0.090242
987,0.832935
988,0.872422
989,0.052887
990,0.479961
991,0.923289
992,0.028200
993,0.759154
994,0.209785
995,0.092801
996,0.901803
997,0.283525
998,0.137688
999,0.689967
1000,0.690241
1001,0.050037
1002,0.464941
1003,0.938299
1004,0.499760
1005,0.942019
1006,0.130922
1007,0.589416
1008,0.941844
1009,0.815848
1010,0.184652
1011,0.239134
1012,0.310161
1013,0.345716
1014,0.263910
1015,0.054755
1016,0.842811
1017,0.243399
1018,0.688371
1019,0.850143
1020,0.019741
1021,0.341153
1022,0.269714
1023,0.913719
1024,0.912001
1025,0.872452
1026,0.566738
1027,0.422954
1028,0.647874
1029,0.929195
1030,0.945170
1031,0.528239
1032,0.833681
1033,0.653604
1034,0.166476
1035,0.859203
1036,0.501023
1037,0.524821
1038,0.799235
1039,0.594349
1040,0.600541
1041,0.311476
1042,0.974404
1043,0.954434
1044,0.103180
1045,0.055251
1046,0.897675
1047,0.968605
1048,0.801181
1049,0.023167
1050,0.981302
1051,0.084976
1052,0.337250
1053,0.937914
1054,0.885017
1055,0.919424
1056,0.961556
1057,0.044425
1058,0.890725
1059,0.137903
1060,0.528375
1061,0.365537
1062,0.045857
1063,0.997885
1064,0.092488
1065,0.696426
1066,0.317078
1067,0.562756
1068,0.910143
1069,0.380631
1070,0.089509
1071,0.401878
1072,0.846033
1073,0.971386
1074,0.879199
1075,0.903720
1076,0.754135
1077,0.947297
1078,0.043782
1079,0.889075
1080,0.971878
1081,0.648392
1082,0.521862
1083,0.535903
1084,0.756582
1085,0.050341
1086,0.811545
1087,0.035007
1088,0.980474
1089,0.966831
1090,0.057717
1091,0.851703
1092,0.968149
1093,0.980971
1094,0.955089
1095,0.913372
1096,0.748532
1097,0.878180
1098,0.355076
1099,0.256219
1100,0.920151
1101,0.021228
1102,0.839019
1103,0.954107
1104,0.129700
1105,0.201888
1106,0.857453
1107,0.549851
1108,0.415659
1109,0.022655
1110,0.928049
1111,0.066013
1112,0.929481
1113,0.829621
1114,0.070786
1115,0.930936
1116,0.030447
1117,0.726442
1118,0.022431
1119,0.027192
1120,0.108695
1121,0.717591
1122,0.175265
1123,0.689364
1124,0.228319
1125,0.203671
1126,0.943888
1127,0.179598
1128,0.718830
1129,0.433366
1130,0.075817
1131,0.105188
1132,0.689412
1133,0.916086
1134,0.925587
1135,0.076859
1136,0.048885
1137,0.813784
1138,0.415387
1139,0.888887
1140,0.200245
1141,0.683286
1142,0.796247
1143,0.072892
1144,0.721304
1145,0.656017
1146,0.974729
1147,0.934025
1148,0.123204
1149,0.798794
1150,0.956419
1151,0.877351
1152,0.698548
1153,0.322394
1154,0.891742
1155,0.791718
1156,0.782894
1157,0.041249
1158,0.128280
1159,0.018465
1160,0.922060
1161,0.290596
1162,0.917731
1163,0.982943
1164,0.037254
1165,0.903614
1166,0.488186
1167,0.890472
1168,0.083921
1169,0.963452
1170,0.085879
1171,0.912971
1172,0.532097
1173,0.153634
1174,0.836899
1175,0.972421
1176,0.041005
1177,0.746525
1178,0.724799
1179,0.548394
1180,0.062799
1181,0.868565
1182,0.813987
1183,0.887958
1184,0.068120
1185,0.875165
1186,0.440409
1187,0.277575
1188,0.154071
1189,0.945757
1190,0.324223
1191,0.187311
1192,0.643068
1193,0.929413
1194,0.205763
1195,0.851555
1196,0.022762
1197,0.975756
1198,0.949810
1199,0.979775
1200,0.380111
1201,0.980995
1202,0.642274
1203,0.931933
1204,0.639079
1205,0.331765
1206,0.978867
1207,0.577273
1208,0.976157
1209,0.087182
1210,0.936658
1211,0.047252
1212,0.942738
1213,0.078894
1214,0.433335
1215,0.433560
1216,0.857271
1217,0.431346
1218,0.581872
1219,0.248188
1220,0.305937
1221,0.548049
1222,0.967341
1223,0.578549
1224,0.901454
1225,0.923422
1226,0.128990
1227,0.970007
1228,0.902460
1229,0.962013
1230,0.844421
1231,0.962199
1232,0.951343
1233,0.854130
1234,0.124178
1235,0.392609
1236,0.664665
1237,0.333180
1238,0.939560
1239,0.595830
1240,0.082695
1241,0.981809
1242,0.281876
1243,0.024535
1244,0.014680
1245,0.596924
1246,0.094574
1247,0.031456
1248,0.060484
1249,0.965326
1250,0.773818
1251,0.030517
1252,0.227904
1253,0.486753
1254,0.068111
1255,0.673380
1256,0.144439
1257,0.981763
1258,0.676076
1259,0.928291
1260,0.982914
1261,0.906247
1262,0.962479
1263,0.226928
1264,0.150951
1265,0.912075
1266,0.924641
1267,0.928401
1268,0.542092
1269,0.144763
1270,0.233478
1271,0.200015
1272,0.934906
1273,0.785131
1274,0.873139
1275,0.818460
1276,0.145807
1277,0.895855
1278,0.947319
1279,0.937744
1280,0.919985
1281,0.923654
1282,0.816347
1283,0.770983
1284,0.109723
1285,0.667725
1286,0.887545
1287,0.535838
1288,0.323603
1289,0.873270
1290,0.973172
1291,0.956984
1292,0.609563
1293,0.057094
1294,0.811399
1295,0.826140
1296,0.015843
1297,0.038324
1298,0.621786
1299,0.947414
1300,0.218267
1301,0.084831
1302,0.015792
1303,0.856072
1304,0.832468
1305,0.175952
1306,0.707100
1307,0.984942
1308,0.725741
1309,0.741431
1310,0.895223
1311,0.799893
1312,0.988130
1313,0.465725
1314,0.808041
1315,0.325033
1316,0.949660
1317,0.635810
1318,0.152538
1319,0.026905
1320,0.096556
1321,0.881621
1322,0.420339
1323,0.047416
1324,0.931364
1325,0.541264
1326,0.937777
1327,0.265309
1328,0.074201
1329,0.226952
1330,0.787636
1331,0.107865
1332,0.313743
1333,0.972489
1334,0.214486
1335,0.793042
1336,0.796818
1337,0.078498
1338,0.111321
1339,0.786309
1340,0.123723
1341,0.963477
1342,0.952155
1343,0.967590
1344,0.912580
1345,0.854663
1346,0.969756
1347,0.198267
1348,0.963684
1349,0.841379
1350,0.934776
1351,0.968496
1352,0.116718
1353,0.852697
1354,0.955787
1355,0.903316
1356,0.032964
1357,0.429858
1358,0.102752
1359,0.098445
1360,0.673091
1361,0.977654
1362,0.607841
1363,0.761982
1364,0.829948
1365,0.914762
1366,0.867731
1367,0.976252
1368,0.753220
1369,0.980615
1370,0.812621
1371,0.793291
1372,0.519977
1373,0.957615
1374,0.023347
1375,0.747953
1376,0.104569
1377,0.980922
1378,0.806362
1379,0.044824
1380,0.188270
1381,0.680664
1382,0.542280
1383,0.973555
1384,0.854300
1385,0.054392
1386,0.680264
1387,0.943258
1388,0.656984
1389,0.096560
1390,0.844296
1391,0.935106
1392,0.214852
1393,0.940324
1394,0.924811
1395,0.541404
1396,0.096933
1397,0.167282
1398,0.105708
1399,0.413630
1400,0.568461
1401,0.790621
1402,0.958998
1403,0.943455
1404,0.008057
1405,0.213981
1406,0.814215
1407,0.075911
1408,0.923219
1409,0.947577
1410,0.265622
1411,0.178051
1412,0.158823
1413,0.738269
1414,0.910078
1415,0.550167
1416,0.071643
1417,0.196021
1418,0.840599
1419,0.394315
1420,0.935465
1421,0.064944
1422,0.949771
1423,0.867996
1424,0.437056
1425,0.367159
1426,0.526848
1427,0.076861
1428,0.014945
1429,0.202388
1430,0.832032
1431,0.819021
1432,0.768195
1433,0.029804
1434,0.059090
1435,0.425351
1436,0.104116
1437,0.110565
1438,0.967685
1439,0.100528
1440,0.965063
1441,0.932702
1442,0.062299
1443,0.410667
1444,0.014336
1445,0.103296
1446,0.087478
1447,0.039470
1448,0.249780
1449,0.976204
1450,0.797431
1451,0.943593
1452,0.515296
1453,0.233457
1454,0.568004
1455,0.551065
1456,0.818086
1457,0.942205
1458,0.390197
1459,0.667968
1460,0.283687
1461,0.212720
1462,0.942107
1463,0.811524
1464,0.815132
1465,0.986243
1466,0.201837
1467,0.969127
1468,0.224090
1469,0.352408
1470,0.946020
1471,0.931460
1472,0.275020
1473,0.748830
1474,0.018075
1475,0.162495
1476,0.188965
1477,0.929231
1478,0.030123
1479,0.726111
1480,0.796861
1481,0.045243
1482,0.052804
1483,0.830715
1484,0.800510
1485,0.301372
1486,0.019089
1487,0.278089
1488,0.108217
1489,0.212712
1490,0.884330
1491,0.978498
1492,0.048644
1493,0.907553
1494,0.485143
1495,0.905704
1496,0.946116
1497,0.346119
1498,0.915169
1499,0.156978
1500,0.799514
1501,0.152889
1502,0.039778
1503,0.728323
1504,0.343833
1505,0.792659
1506,0.051180
1507,0.290959
1508,0.957864
1509,0.852527
1510,0.500314
1511,0.917607
1512,0.885855
1513,0.940020
1514,0.859749
1515,0.023854
1516,0.059755
1517,0.030066
1518,0.809947
1519,0.260443
1520,0.071056
1521,0.148457
1522,0.983009
1523,0.095416
1524,0.054378
1525,0.916407
1526,0.025657
1527,0.211386
1528,0.812295
1529,0.965201
1530,0.500138
1531,0.840912
1532,0.783548
1533,0.916981
1534,0.077043
1535,0.982394
1536,0.622465
1537,0.117087
1538,0.066344
1539,0.934674
1540,0.982754
1541,0.286875
1542,0.794111
1543,0.044708
1544,0.981368
1545,0.826830
1546,0.796579
1547,0.559532
1548,0.933811
1549,0.624958
1550,0.252920
1551,0.882504
1552,0.909265
1553,0.943274
1554,0.848055
1555,0.811312
1556,0.880779
1557,0.639935
1558,0.975363
1559,0.881526
1560,0.965461
1561,0.579132
1562,0.053829
1563,0.114228
1564,0.712079
1565,0.721873
1566,0.426029
1567,0.906498
1568,0.296878
1569,0.840690
1570,0.558438
1571,0.956197
1572,0.788136
1573,0.886778
1574,0.512087
1575,0.049360
1576,0.879320
1577,0.937727
1578,0.866031
1579,0.881771
1580,0.827778
1581,0.875738
1582,0.324951
1583,0.944750
1584,0.964315
1585,0.933843
1586,0.092362
1587,0.982740
1588,0.886073
1589,0.460450
1590,0.066102
1591,0.043056
1592,0.957525
1593,0.951743
1594,0.049453
1595,0.503401
1596,0.773053
1597,0.464280
1598,0.917799
1599,0.777458
1600,0.237924
1601,0.759032
1602,0.183617
1603,0.048522
1604,0.985194
1605,0.047890
1606,0.245649
1607,0.851293
1608,0.094280
1609,0.917509
1610,0.922909
1611,0.892653
1612,0.829264
1613,0.780456
1614,0.131818
1615,0.909543
1616,0.305975
1617,0.034193
1618,0.491696
1619,0.956886
1620,0.947797
1621,0.075699
1622,0.743993
1623,0.849665
1624,0.957284
1625,0.901879
1626,0.135005
1627,0.025618
1628,0.340958
1629,0.687006
1630,0.040124
1631,0.654248
1632,0.977813
1633,0.896457
1634,0.570372
1635,0.105445
1636,0.100750
1637,0.786056
1638,0.906095
1639,0.081081
1640,0.766295
1641,0.307732
1642,0.766838
1643,0.809637
1644,0.217164
1645,0.964285
1646,0.301853
1647,0.923661
1648,0.908682
1649,0.400502
1650,0.333587
1651,0.925954
1652,0.925718
1653,0.136433
1654,0.493187
1655,0.042807
1656,0.853563
1657,0.769708
1658,0.965521
1659,0.106139
1660,0.827176
1661,0.094908
1662,0.341072
1663,0.009867
1664,0.854315
1665,0.690302
1666,0.617751
1667,0.920226
1668,0.102429
1669,0.956325
1670,0.757100
1671,0.267610
1672,0.926349
1673,0.042818
1674,0.059484
1675,0.493550
1676,0.823004
1677,0.072459
1678,0.869655
1679,0.424366
1680,0.513104
1681,0.970926
1682,0.146434
1683,0.969508
1684,0.930279
1685,0.913670
1686,0.241785
1687,0.945496
1688,0.561108
1689,0.474616
1690,0.855866
1691,0.746001
1692,0.216646
1693,0.270165
1694,0.782345
1695,0.760627
1696,0.071973
1697,0.972358
1698,0.045868
1699,0.018584
1700,0.114437
1701,0.900214
1702,0.918806
1703,0.057862
1704,0.588988
1705,0.082556
1706,0.173234
1707,0.849868
1708,0.048664
1709,0.897142
1710,0.167500
1711,0.379093
1712,0.505681
1713,0.011669
1714,0.151004
1715,0.101922
1716,0.025078
1717,0.421541
1718,0.965975
1719,0.974001
1720,0.314515
1721,0.147805
1722,0.041064
1723,0.488883
1724,0.430601
1725,0.420869
1726,0.979113
1727,0.994105
1728,0.916050
1729,0.945123
1730,0.829438
1731,0.556509
1732,0.035984
1733,0.924462
1734,0.908420
1735,0.670841
1736,0.967361
1737,0.163732
1738,0.867447
1739,0.958057
1740,0.964279
1741,0.748958
1742,0.881450
1743,0.795018
1744,0.110894
1745,0.131525
1746,0.265762
1747,0.071695
1748,0.933077
1749,0.962083
1750,0.191813
1751,0.861778
1752,0.958382
1753,0.026639
1754,0.208563
1755,0.124931
1756,0.923641
1757,0.510317
1758,0.047008
1759,0.882779
1760,0.908396
1761,0.879766
1762,0.958464
1763,0.026501
1764,0.259991
1765,0.948550
1766,0.891801
1767,0.974603
1768,0.410372
1769,0.949407
1770,0.743073
1771,0.767067
1772,0.980800
1773,0.960193
1774,0.091062
1775,0.266005
1776,0.920167
1777,0.037279
1778,0.966348
1779,0.070331
1780,0.331716
1781,0.842590
1782,0.933273
1783,0.083779
1784,0.882334
1785,0.394479
1786,0.027810
1787,0.907678
1788,0.207591
1789,0.341784
1790,0.350922
1791,0.208507
1792,0.749849
1793,0.953495
1794,0.186227
1795,0.040840
1796,0.843468
1797,0.467689
1798,0.772586
1799,0.751432
1800,0.047271
1801,0.959803
1802,0.255229
1803,0.150318
1804,0.162925
1805,0.942167
1806,0.483709
1807,0.739044
1808,0.031858
1809,0.635241
1810,0.969082
1811,0.930745
1812,0.467884
1813,0.804941
1814,0.642203
1815,0.931933
1816,0.182884
1817,0.912239
1818,0.212259
1819,0.901880
1820,0.125730
1821,0.392611
1822,0.120705
1823,0.953257
1824,0.905571
1825,0.967815
1826,0.958719
1827,0.650267
1828,0.874359
1829,0.643027
1830,0.930912
1831,0.191577
1832,0.071044
1833,0.274027
1834,0.558516
1835,0.749892
1836,0.650287
1837,0.370077
1838,0.074121
1839,0.979027
1840,0.806267
1841,0.124155
1842,0.868087
1843,0.928207
1844,0.334127
1845,0.963725
1846,0.102552
1847,0.927640
1848,0.423490
1849,0.170971
1850,0.910098
1851,0.952048
1852,0.093548
1853,0.647844
1854,0.938500
1855,0.873658
1856,0.953054
1857,0.456136
1858,0.216679
1859,0.552953
1860,0.902760
1861,0.543535
1862,0.024272
1863,0.405476
1864,0.946367
1865,0.758304
1866,0.924276
1867,0.855073
1868,0.892828
1869,0.950912
1870,0.281593
1871,0.910249
